DATE,O,H,L,C,SYM
20170920,2098.7,2102.2,2088.95,2100.2,ES
20170921,2099.45,2101.2,2091.45,2095.95,ES
20170922,2095.7,2095.95,2086.95,2094.45,ES
20170925,2093.95,2099.45,2079.95,2091.95,ES
20170926,2092.95,2096.2,2087.2,2090.45,ES
20170927,2089.95,2104.2,2087.95,2099.45,ES
20170928,2098.2,2103.2,2093.95,2102.7,ES
20170929,2102.7,2112.7,2099.7,2110.95,ES
20171002,2112.95,2122.95,2111.95,2121.2,ES
20171003,2122.2,2128.45,2120.45,2127.7,ES
20171004,2127.95,2132.95,2123.95,2131.2,ES
20171005,2130.2,2145.7,2129.45,2144.95,ES
20171006,2143.7,2144.7,2136.45,2139.95,ES
20171009,2138.2,2145.45,2134.2,2138.7,ES
20171010,2138.2,2148.2,2137.7,2143.45,ES
20171011,2143.7,2148.45,2139.2,2147.95,ES
20171012,2147.2,2148.2,2141.2,2144.45,ES
20171013,2142.95,2150.45,2141.95,2147.7,ES
20171016,2147.2,2152.7,2145.7,2151.2,ES
20171017,2150.45,2152.7,2147.2,2151.95,ES
20171018,2151.45,2157.2,2151.2,2154.95,ES
20171019,2154.95,2156.45,2137.45,2155.45,ES
20171020,2155.95,2169.45,2154.45,2168.95,ES
20171023,2167.7,2172.2,2156.45,2158.45,ES
20171024,2157.45,2165.2,2157.2,2162.2,ES
20171025,2159.7,2161.2,2136.45,2153.45,ES
20171026,2154.45,2159.95,2150.45,2156.45,ES
20171027,2156.45,2175.7,2152.45,2173.45,ES
20171030,2170.45,2173.2,2160.45,2163.2,ES
20171031,2162.95,2170.45,2161.7,2167.7,ES
20171101,2167.7,2180.45,2165.95,2169.7,ES
20171102,2166.45,2173.45,2157.2,2171.7,ES
20171103,2172.45,2180.45,2168.45,2177.7,ES
20171106,2174.95,2184.95,2170.45,2183.7,ES
20171107,2182.7,2188.45,2175.7,2181.7,ES
20171108,2178.95,2187.45,2174.7,2185.95,ES
20171109,2186.2,2189.45,2158.2,2178.95,ES
20171110,2176.95,2180.7,2166.45,2174.45,ES
20171113,2175.2,2180.45,2165.2,2176.95,ES
20171114,2175.2,2177.2,2159.2,2172.95,ES
20171115,2171.7,2171.95,2150.45,2159.95,ES
20171116,2159.2,2184.45,2157.2,2179.95,ES
20171117,2179.2,2180.95,2169.7,2171.2,ES
20171120,2170.95,2178.95,2162.7,2176.95,ES
20171121,2176.95,2195.45,2174.2,2191.2,ES
20171122,2190.7,2194.95,2187.7,2189.45,ES
20171124,2188.2,2197.95,2184.45,2195.95,ES
20171127,2195.95,2200.45,2191.45,2196.7,ES
20171128,2197.2,2221.95,2192.45,2220.95,ES
20171129,2220.45,2229.2,2214.7,2219.95,ES
20171130,2219.95,2253.45,2216.7,2242.95,ES
20171201,2235.7,2245.7,2199.95,2238.95,ES
20171204,2249.45,2260.2,2228.7,2233.2,ES
20171205,2230.95,2243.7,2222.2,2223.2,ES
20171206,2221.7,2229.45,2214.95,2224.2,ES
20171207,2225.45,2236.2,2221.2,2234.45,ES
20171208,2234.45,2247.45,2232.7,2245.95,ES
20171211,2246.95,2259.7,2244.2,2256.45,ES
20171212,2257.7,2265.2,2255.45,2259.95,ES
20171213,2260.45,2267.45,2251.7,2261.45,ES
20171214,2260.45,2265.7,2244.2,2248.2,ES
20171215,2244.95,2262.2,2244.95,2261.7,ES
20171218,2262.7,2277.7,2262.2,2274.2,ES
20171219,2274.7,2277.7,2262.2,2263.7,ES
20171220,2264.45,2275.2,2258.7,2261.2,ES
20171221,2261.2,2275.7,2260.45,2267.45,ES
20171222,2266.45,2271.2,2261.95,2265.7,ES
20171226,2266.45,2269.2,2263.2,2266.7,ES
20171227,2267.2,2270.7,2261.2,2265.2,ES
20171228,2263.7,2268.7,2262.7,2265.45,ES
20171229,2264.45,2277.95,2247.45,2255.7,ES
20180102,2254.95,2275.7,2254.2,2272.7,ES
20180103,2273.45,2293.95,2271.95,2290.7,ES
20180104,2289.95,2308.7,2288.2,2303.45,ES
20180105,2304.7,2322.95,2303.45,2322.2,ES
20180108,2321.45,2328.2,2316.2,2326.45,ES
20180109,2326.2,2339.7,2322.45,2331.95,ES
20180110,2329.45,2331.7,2316.2,2330.2,ES
20180111,2329.7,2350.2,2327.45,2349.2,ES
20180112,2348.45,2369.7,2346.45,2368.45,ES
20180116,2369.45,2388.2,2348.95,2362.2,ES
20180117,2362.45,2389.2,2358.7,2383.45,ES
20180118,2382.95,2387.7,2373.45,2375.95,ES
20180119,2376.7,2394.7,2371.45,2390.7,ES
20180122,2383.7,2417.95,2381.7,2414.95,ES
20180123,2414.95,2424.45,2408.45,2419.2,ES
20180124,2416.7,2434.95,2405.2,2420.7,ES
20180125,2419.7,2433.45,2410.45,2420.95,ES
20180126,2421.95,2455.7,2420.95,2454.2,ES
20180129,2453.95,2458.2,2431.2,2433.2,ES
20180130,2432.95,2437.7,2398.2,2404.2,ES
20180131,2402.95,2419.45,2392.7,2405.45,ES
20180201,2408.45,2416.95,2389.2,2402.2,ES
20180202,2406.2,2410.7,2334.95,2336.45,ES
20180205,2336.7,2342.7,2175.45,2187.45,ES
20180206,2203.7,2279.45,2108.7,2273.95,ES
20180207,2265.2,2306.45,2240.2,2247.95,ES
20180208,2244.45,2266.2,2156.7,2173.2,ES
20180209,2173.45,2217.45,2109.95,2198.7,ES
20180212,2207.95,2251.2,2199.7,2234.95,ES
20180213,2232.95,2247.2,2213.95,2241.45,ES
20180214,2242.2,2281.45,2206.7,2276.7,ES
20180215,2275.2,2316.45,2268.2,2313.7,ES
20180216,2313.7,2334.45,2301.95,2314.7,ES
20180220,2314.2,2327.45,2285.45,2293.7,ES
20180221,2294.2,2327.45,2273.2,2278.45,ES
20180222,2278.2,2310.7,2261.7,2291.2,ES
20180223,2292.45,2329.95,2289.7,2328.45,ES
20180226,2331.2,2365.7,2322.2,2364.2,ES
20180227,2363.2,2369.45,2321.7,2327.2,ES
20180228,2326.2,2341.7,2291.7,2294.2,ES
20180301,2297.95,2310.7,2238.2,2257.95,ES
20180302,2258.45,2275.7,2226.7,2269.95,ES
20180305,2262.95,2307.45,2243.45,2298.2,ES
20180306,2298.7,2314.2,2289.95,2303.7,ES
20180307,2279.7,2309.95,2260.95,2302.95,ES
20180308,2302.2,2320.2,2299.7,2318.95,ES
20180309,2316.2,2366.7,2309.7,2363.7,ES
20180312,2363.7,2380.2,2358.7,2363.7,ES
20180313,2361.95,2382.2,2338.2,2348.2,ES
20180314,2342.7,2359.2,2323.95,2329.45,ES
20180315,2330.45,2343.2,2320.7,2331.2,ES
20180316,2333.45,2336.7,2326.7,2332.45,ES
20180319,2332.7,2332.95,2273.7,2299.2,ES
20180320,2297.95,2305.45,2289.2,2299.95,ES
20180321,2299.7,2320.45,2288.95,2294.7,ES
20180322,2294.7,2302.7,2218.2,2219.7,ES
20180323,2222.2,2235.2,2162.45,2174.2,ES
20180326,2171.45,2239.2,2167.45,2235.95,ES
20180327,2235.95,2256.2,2172.45,2192.2,ES
20180328,2189.2,2210.2,2169.45,2183.95,ES
20180329,2186.2,2235.95,2177.45,2219.45,ES
20180402,2211.45,2217.95,2128.45,2151.45,ES
20180403,2157.7,2195.2,2149.95,2189.7,ES
20180404,2188.45,2226.2,2135.95,2223.45,ES
20180405,2222.2,2248.7,2220.45,2238.2,ES
20180406,2239.45,2240.45,2160.95,2182.2,ES
20180409,2183.95,2230.2,2183.95,2195.45,ES
20180410,2194.2,2242.7,2188.7,2231.45,ES
20180411,2230.95,2237.7,2202.45,2217.45,ES
20180412,2218.95,2251.45,2216.2,2240.45,ES
20180413,2238.2,2256.95,2221.2,2233.7,ES
20180416,2249.7,2263.45,2237.2,2258.2,ES
20180417,2255.7,2290.2,2255.2,2282.95,ES
20180418,2280.95,2294.95,2280.2,2286.2,ES
20180419,2288.2,2289.7,2257.95,2269.45,ES
20180420,2268.95,2274.7,2236.2,2247.95,ES
20180423,2259.45,2261.2,2233.7,2247.7,ES
20180424,2248.45,2264.95,2192.45,2211.7,ES
20180425,2211.7,2224.7,2187.7,2220.95,ES
20180426,2224.7,2253.95,2215.95,2250.95,ES
20180427,2251.95,2252.7,2234.2,2247.95,ES
20180430,2246.95,2258.7,2221.45,2223.45,ES
20180501,2222.7,2234.45,2199.7,2228.7,ES
20180502,2231.95,2234.95,2200.7,2203.95,ES
20180503,2203.2,2212.7,2167.7,2208.2,ES
20180504,2208.2,2245.95,2188.7,2239.45,ES
20180507,2239.2,2257.95,2237.7,2246.45,ES
20180508,2244.45,2250.7,2228.7,2246.7,ES
20180509,2246.2,2276.45,2242.95,2272.45,ES
20180510,2272.45,2301.45,2269.2,2295.2,ES
20180511,2292.7,2308.95,2292.7,2305.95,ES
20180514,2303.7,2317.7,2300.7,2307.45,ES
20180515,2304.95,2307.7,2276.95,2285.45,ES
20180516,2287.7,2304.45,2280.95,2299.45,ES
20180517,2298.2,2308.45,2287.45,2295.2,ES
20180518,2295.2,2303.45,2285.2,2289.45,ES
20180521,2305.2,2315.7,2300.7,2309.45,ES
20180522,2307.7,2318.2,2297.95,2302.45,ES
20180523,2300.95,2309.45,2280.95,2307.2,ES
20180524,2306.2,2309.7,2282.2,2303.95,ES
20180525,2303.2,2314.2,2290.2,2294.7,ES
20180529,2305.45,2308.2,2251.45,2268.7,ES
20180530,2269.7,2305.7,2262.2,2300.95,ES
20180531,2296.7,2304.7,2276.2,2281.95,ES
20180601,2283.95,2313.45,2282.45,2310.2,ES
20180604,2307.45,2325.7,2305.45,2321.95,ES
20180605,2322.45,2329.7,2315.45,2327.95,ES
20180606,2327.45,2351.2,2324.45,2348.7,ES
20180607,2349.7,2356.2,2336.45,2348.7,ES
20180608,2347.45,2356.2,2328.45,2355.2,ES
20180611,2347.45,2366.95,2346.95,2359.45,ES
20180612,2357.7,2366.2,2354.95,2360.45,ES
20180613,2364.45,2368.2,2350.2,2350.7,ES
20180614,2349.7,2365.7,2343.95,2359.7,ES
20180615,2358.95,2360.45,2342.7,2352.95,ES
20180618,2348.45,2355.2,2329.7,2348.2,ES
20180619,2346.7,2348.7,2304.2,2334.7,ES
20180620,2333.7,2346.7,2325.7,2340.45,ES
20180621,2340.2,2353.7,2315.45,2320.95,ES
20180622,2318.95,2336.95,2317.7,2327.95,ES
20180625,2325.45,2326.45,2268.95,2290.7,ES
20180626,2290.2,2303.7,2283.2,2296.95,ES
20180627,2294.95,2316.45,2269.45,2273.45,ES
20180628,2273.45,2294.7,2261.7,2287.95,ES
20180629,2288.45,2313.95,2285.2,2289.95,ES
20180702,2289.45,2296.95,2266.95,2295.7,ES
20180703,2295.7,2309.95,2280.45,2281.7,ES
20180705,2281.45,2308.2,2279.2,2306.95,ES
20180706,2305.45,2334.7,2299.7,2331.45,ES
20180709,2330.45,2356.45,2330.2,2355.95,ES
20180710,2355.95,2366.2,2348.95,2365.2,ES
20180711,2349.2,2356.2,2334.2,2342.45,ES
20180712,2345.2,2369.45,2342.2,2366.95,ES
20180713,2366.95,2375.7,2361.7,2371.7,ES
20180716,2373.2,2377.45,2363.45,2364.95,ES
20180717,2364.2,2384.2,2358.2,2379.7,ES
20180718,2381.45,2386.7,2375.2,2384.45,ES
20180719,2382.95,2386.45,2368.7,2373.7,ES
20180720,2373.95,2378.95,2361.45,2369.2,ES
20180723,2373.7,2380.95,2360.95,2380.45,ES
20180724,2378.95,2399.7,2378.7,2389.45,ES
20180725,2387.7,2417.95,2382.45,2409.7,ES
20180726,2403.7,2414.95,2401.7,2410.95,ES
20180727,2408.7,2415.45,2377.2,2385.95,ES
20180730,2384.45,2390.2,2366.7,2371.7,ES
20180731,2373.95,2396.2,2371.2,2385.45,ES
20180801,2392.7,2394.2,2373.95,2379.2,ES
20180802,2382.45,2399.7,2359.45,2396.95,ES
20180803,2399.2,2409.95,2393.2,2407.95,ES
20180806,2409.95,2421.95,2403.45,2418.45,ES
20180807,2417.7,2432.2,2416.7,2428.2,ES
20180808,2428.95,2430.95,2420.95,2423.7,ES
20180809,2421.95,2431.2,2418.95,2422.2,ES
20180810,2420.95,2421.2,2394.45,2405.2,ES
20180813,2404.2,2412.2,2388.45,2393.95,ES
20180814,2395.2,2411.95,2394.2,2409.45,ES
20180815,2410.2,2411.45,2371.45,2389.7,ES
20180816,2390.7,2420.2,2385.95,2413.2,ES
20180817,2411.95,2425.45,2403.45,2420.7,ES
20180820,2420.2,2429.2,2418.7,2426.95,ES
20180821,2425.2,2442.45,2420.45,2430.2,ES
20180822,2421.45,2436.7,2414.7,2429.7,ES
20180823,2430.2,2438.2,2423.2,2426.45,ES
20180824,2426.7,2445.95,2424.7,2445.2,ES
20180827,2446.2,2467.95,2445.2,2466.95,ES
20180828,2467.45,2474.7,2462.7,2467.7,ES
20180829,2468.95,2485.95,2465.95,2483.2,ES
20180830,2484.2,2484.7,2463.95,2470.45,ES
20180831,2466.45,2475.95,2460.2,2470.45,ES
20180904,2474.95,2480.95,2453.95,2466.7,ES
20180905,2467.2,2468.95,2445.95,2456.7,ES
20180906,2456.95,2461.45,2436.45,2447.45,ES
20180907,2446.2,2453.45,2433.45,2443.2,ES
20180910,2442.2,2456.7,2441.7,2448.7,ES
20180911,2448.2,2461.45,2435.7,2458.2,ES
20180912,2458.45,2463.7,2447.95,2456.95,ES
20180913,2455.45,2475.45,2453.2,2473.7,ES
20180914,2473.2,2480.7,2465.2,2474.7,ES
20180917,2471.95,2474.7,2455.7,2459.45,ES
20180918,2458.95,2480.95,2446.95,2474.95,ES
20180919,2476.2,2482.2,2469.2,2478.45,ES
20180920,2479.7,2504.2,2476.7,2502.45,ES
20180921,2503.2,2512.45,2500.7,2511.45,ES
20180924,2507.2,2507.95,2495.45,2503.2,ES
20180925,2504.2,2511.95,2495.95,2498.95,ES
20180926,2500.2,2513.7,2485.2,2489.2,ES
20180927,2489.2,2509.7,2485.2,2497.7,ES
20180928,2499.95,2503.2,2485.7,2496.7,ES
20181001,2500.2,2519.7,2500.2,2507.7,ES
20181002,2506.95,2513.7,2495.2,2506.2,ES
20181003,2506.7,2522.45,2502.45,2509.2,ES
20181004,2503.7,2503.95,2465.45,2485.45,ES
20181005,2487.7,2493.2,2450.95,2471.7,ES
20181008,2475.2,2475.95,2443.7,2471.45,ES
20181009,2469.95,2477.7,2452.2,2465.95,ES
20181010,2464.45,2468.95,2349.2,2358.7,ES
20181011,2354.2,2376.45,2289.95,2323.2,ES
20181012,2326.2,2362.7,2309.95,2346.2,ES
20181015,2347.7,2356.45,2322.95,2326.7,ES
20181016,2325.2,2396.7,2323.2,2395.45,ES
20181017,2393.95,2401.95,2360.95,2393.95,ES
20181018,2390.95,2392.45,2334.2,2349.95,ES
20181019,2352.45,2378.2,2339.95,2345.2,ES
20181022,2335.7,2359.7,2327.45,2334.2,ES
20181023,2333.45,2335.2,2269.95,2323.95,ES
20181024,2322.95,2327.7,2229.95,2241.95,ES
20181025,2251.45,2301.45,2236.45,2265.95,ES
20181026,2255.7,2270.45,2204.95,2247.2,ES
20181029,2244.7,2284.7,2180.7,2221.2,ES
20181030,2216.7,2267.95,2210.95,2262.95,ES
20181031,2268.45,2314.95,2259.7,2288.7,ES
20181101,2283.7,2318.95,2283.2,2315.7,ES
20181102,2301.7,2343.95,2277.2,2301.95,ES
20181105,2300.2,2321.45,2290.45,2317.2,ES
20181106,2316.7,2338.7,2307.45,2336.7,ES
20181107,2334.45,2395.45,2322.45,2394.2,ES
20181108,2393.45,2395.7,2372.7,2386.45,ES
20181109,2381.7,2388.95,2342.2,2356.7,ES
20181112,2356.45,2372.95,2299.95,2305.45,ES
20181113,2309.7,2333.45,2292.2,2305.2,ES
20181114,2308.95,2325.95,2263.95,2276.2,ES
20181115,2279.7,2314.45,2248.95,2312.2,ES
20181116,2309.45,2326.45,2286.45,2320.7,ES
20181119,2310.7,2325.7,2259.2,2273.95,ES
20181120,2273.95,2274.45,2209.45,2217.7,ES
20181121,2217.45,2248.95,2209.95,2226.7,ES
20181123,2227.7,2233.95,2203.7,2207.2,ES
20181126,2211.2,2253.95,2209.2,2247.7,ES
20181127,2238.7,2264.45,2232.95,2261.2,ES
20181128,2263.95,2322.7,2258.7,2319.2,ES
20181129,2315.7,2332.2,2300.95,2321.95,ES
20181130,2319.7,2342.45,2306.7,2335.95,ES
20181203,2371.2,2391.7,2351.2,2368.45,ES
20181204,2367.45,2368.2,2273.7,2279.45,ES
20181205,2277.2,2298.45,2275.7,2279.45,ES
20181206,2290.95,2291.7,2198.95,2268.7,ES
20181207,2271.95,2287.45,2200.95,2213.7,ES
20181210,2202.7,2226.2,2160.7,2220.7,ES
20181211,2221.7,2255.7,2198.95,2218.95,ES
20181212,2210.2,2264.2,2209.45,2230.2,ES
20181213,2230.7,2248.7,2214.95,2223.2,ES
20181214,2224.2,2226.45,2171.7,2179.7,ES
20181217,2171.7,2191.45,2108.2,2130.2,ES
20181218,2131.45,2152.45,2105.7,2113.45,ES
20181219,2108.2,2170.95,2065.7,2080.95,ES
20181220,2081.2,2095.2,2018.7,2063.45,ES
20181221,2064.7,2068.95,2044.45,2045.45,ES
20181224,2039.7,2066.45,1972.45,1973.7,ES
20181226,1980.45,2109.7,1948.7,2102.95,ES
20181227,2102.2,2130.7,2028.95,2126.95,ES
20181228,2123.45,2154.95,2104.7,2117.95,ES
20181231,2127.45,2144.95,2114.7,2137.2,ES
20190102,2139.95,2153.2,2084.2,2142.95,ES
20190103,2114.2,2125.45,2075.2,2079.7,ES
20190104,2083.7,2171.2,2070.45,2163.2,ES
20190107,2169.2,2199.45,2155.2,2182.45,ES
20190108,2185.2,2213.2,2179.45,2204.45,ES
20190109,2201.45,2228.7,2200.45,2214.45,ES
20190110,2211.95,2231.45,2192.45,2225.95,ES
20190111,2225.95,2229.7,2208.95,2226.95,ES
20190114,2220.45,2223.95,2199.2,2212.45,ES
20190115,2213.45,2245.7,2211.95,2237.45,ES
20190116,2237.7,2258.2,2234.45,2245.2,ES
20190117,2246.45,2277.45,2228.45,2267.2,ES
20190118,2268.7,2309.7,2264.7,2303.45,ES
20190122,2301.2,2305.45,2248.45,2263.95,ES
20190123,2262.7,2285.7,2244.45,2270.2,ES
20190124,2266.95,2279.45,2257.95,2265.95,ES
20190125,2268.2,2304.45,2266.45,2295.45,ES
20190128,2291.95,2295.45,2254.2,2273.95,ES
20190129,2272.2,2281.95,2260.45,2272.2,ES
20190130,2280.45,2321.7,2268.2,2314.45,ES
20190131,2315.45,2344.95,2307.7,2336.45,ES
20190201,2339.7,2347.95,2327.45,2336.2,ES
20190204,2331.2,2356.95,2328.95,2353.2,ES
20190205,2351.45,2369.7,2348.2,2362.95,ES
20190206,2362.7,2368.45,2354.2,2361.45,ES
20190207,2358.95,2361.2,2317.45,2335.95,ES
20190208,2333.95,2340.95,2312.7,2338.2,ES
20190211,2342.7,2353.45,2332.45,2340.2,ES
20190212,2338.95,2379.95,2337.45,2376.7,ES
20190213,2375.45,2393.95,2374.7,2381.45,ES
20190214,2381.2,2394.95,2362.2,2375.45,ES
20190215,2373.2,2410.45,2360.95,2408.95,ES
20190219,2408.95,2419.45,2397.95,2410.7,ES
20190220,2409.7,2422.7,2405.2,2418.95,ES
20190221,2418.95,2429.95,2396.2,2406.2,ES
20190222,2405.45,2427.45,2402.45,2423.2,ES
20190225,2431.45,2445.95,2426.45,2428.95,ES
20190226,2427.7,2435.45,2415.2,2423.45,ES
20190227,2419.95,2429.2,2406.95,2426.95,ES
20190228,2427.2,2427.7,2413.7,2416.7,ES
20190301,2417.2,2440.2,2414.95,2436.95,ES
20190304,2445.95,2451.7,2399.45,2423.45,ES
20190305,2422.45,2430.95,2415.2,2423.45,ES
20190306,2418.45,2424.7,2400.45,2403.45,ES
20190307,2402.45,2408.2,2370.45,2381.95,ES
20190308,2380.95,2383.45,2353.95,2378.95,ES
20190311,2377.45,2419.45,2368.7,2415.95,ES
20190312,2416.7,2430.2,2412.45,2423.95,ES
20190313,2424.2,2453.2,2414.95,2446.45,ES
20190314,2447.95,2451.95,2435.7,2439.2,ES
20190315,2439.95,2453.45,2439.45,2445.2,ES
20190318,2442.45,2457.45,2439.45,2455.95,ES
20190319,2456.95,2474.2,2444.45,2451.95,ES
20190320,2452.7,2464.7,2432.7,2442.45,ES
20190321,2439.2,2481.45,2429.2,2477.95,ES
20190322,2474.95,2480.2,2420.7,2426.2,ES
20190325,2428.45,2433.95,2404.95,2422.45,ES
20190326,2423.95,2450.45,2421.45,2438.45,ES
20190327,2438.95,2447.2,2407.2,2425.95,ES
20190328,2422.45,2439.7,2410.45,2436.45,ES
20190329,2435.95,2456.2,2435.7,2453.2,ES
20190401,2459.95,2488.95,2459.95,2485.95,ES
20190402,2483.95,2489.2,2477.7,2482.45,ES
20190403,2481.45,2504.7,2480.7,2495.2,ES
20190404,2496.2,2501.2,2486.45,2498.2,ES
20190405,2497.95,2513.45,2495.95,2511.45,ES
20190408,2511.7,2515.2,2499.7,2513.7,ES
20190409,2513.95,2515.45,2492.7,2497.95,ES
20190410,2497.45,2511.45,2493.45,2509.95,ES
20190411,2510.2,2515.45,2500.7,2507.2,ES
20190412,2507.45,2530.2,2506.2,2527.95,ES
20190415,2527.45,2529.95,2515.95,2524.95,ES
20190416,2525.7,2536.7,2519.95,2526.95,ES
20190417,2525.7,2538.95,2513.95,2515.95,ES
20190418,2516.45,2527.2,2504.95,2525.45,ES
20190422,2524.2,2531.2,2514.45,2527.95,ES
20190423,2527.2,2555.2,2523.45,2553.45,ES
20190424,2552.7,2555.2,2543.2,2546.2,ES
20190425,2545.45,2551.2,2529.7,2541.7,ES
20190426,2539.2,2558.2,2532.7,2556.95,ES
20190429,2554.7,2566.95,2553.2,2558.45,ES
20190430,2557.95,2571.95,2541.45,2563.95,ES
20190501,2570.45,2576.7,2531.45,2538.45,ES
20190502,2531.95,2548.2,2516.45,2532.95,ES
20190503,2533.95,2564.95,2531.95,2562.95,ES
20190506,2533.2,2553.7,2498.95,2547.95,ES
20190507,2527.2,2545.95,2477.95,2506.2,ES
20190508,2505.2,2514.95,2484.2,2502.7,ES
20190509,2499.45,2500.95,2451.7,2488.2,ES
20190510,2485.2,2508.45,2441.45,2502.45,ES
20190513,2473.95,2484.7,2417.45,2422.45,ES
20190514,2421.45,2469.2,2415.2,2454.7,ES
20190515,2456.2,2475.45,2430.45,2470.45,ES
20190516,2468.95,2509.45,2455.95,2493.95,ES
20190517,2495.2,2502.95,2467.95,2477.45,ES
20190520,2476.95,2491.95,2447.95,2459.45,ES
20190521,2463.45,2486.2,2461.7,2481.45,ES
20190522,2480.2,2484.95,2463.7,2472.95,ES
20190523,2473.2,2473.95,2421.2,2434.95,ES
20190524,2437.2,2457.45,2434.7,2447.2,ES
20190528,2446.45,2456.7,2415.95,2420.45,ES
20190529,2419.7,2421.45,2381.7,2395.45,ES
20190530,2394.95,2414.45,2391.95,2405.95,ES
20190531,2404.2,2406.45,2365.45,2367.95,ES
20190603,2356.45,2379.2,2344.2,2364.95,ES
20190604,2369.45,2421.7,2359.45,2420.45,ES
20190605,2421.95,2444.95,2416.45,2443.2,ES
20190606,2435.95,2468.45,2428.2,2461.2,ES
20190607,2455.45,2501.7,2453.45,2490.45,ES
20190610,2508.7,2521.2,2495.95,2504.7,ES
20190611,2505.7,2526.95,2494.7,2502.45,ES
20190612,2502.7,2506.45,2490.7,2496.45,ES
20190613,2497.45,2511.95,2482.7,2509.95,ES
20190614,2509.2,2514.2,2495.95,2505.95,ES
20190617,2506.2,2516.2,2503.2,2507.45,ES
20190618,2508.95,2547.2,2499.95,2537.2,ES
20190619,2535.95,2547.95,2524.45,2544.45,ES
20190620,2542.2,2575.45,2541.45,2571.2,ES
20190621,2569.2,2571.45,2559.45,2569.35,ES
20190624,2566.85,2580.6,2566.1,2570.85,ES
20190625,2569.85,2577.1,2538.85,2540.85,ES
20190626,2541.35,2557.85,2533.35,2536.85,ES
20190627,2533.6,2554.6,2533.6,2549.85,ES
20190628,2551.6,2574.1,2548.85,2563.1,ES
20190701,2588.85,2600.6,2574.35,2586.6,ES
20190702,2586.85,2598.85,2577.35,2598.35,ES
20190703,2597.85,2620.35,2592.6,2619.1,ES
20190705,2619.6,2624.85,2590.1,2609.35,ES
20190708,2609.6,2613.6,2592.1,2597.35,ES
20190709,2596.6,2605.1,2582.35,2600.85,ES
20190710,2601.1,2626.35,2590.1,2616.35,ES
20190711,2614.85,2625.6,2611.35,2622.85,ES
20190712,2621.85,2636.85,2621.1,2634.35,ES
20190715,2634.1,2642.35,2629.6,2636.1,ES
20190716,2636.1,2640.6,2623.35,2625.85,ES
20190717,2624.6,2631.85,2599.35,2603.85,ES
20190718,2599.6,2624.1,2593.35,2616.35,ES
20190719,2622.6,2628.6,2588.35,2595.85,ES
20190722,2593.35,2612.35,2591.35,2607.85,ES
20190723,2607.6,2627.35,2606.35,2626.85,ES
20190724,2621.85,2640.85,2614.85,2640.35,ES
20190725,2636.85,2646.6,2616.85,2625.35,ES
20190726,2625.35,2648.35,2624.85,2643.35,ES
20190729,2640.85,2646.1,2634.35,2640.6,ES
20190730,2641.1,2646.35,2620.35,2631.1,ES
20190731,2635.1,2639.6,2576.85,2601.1,ES
20190801,2589.1,2633.1,2563.35,2570.85,ES
20190802,2569.1,2579.85,2532.35,2551.35,ES
20190805,2548.1,2552.35,2439.35,2448.85,ES
20190806,2435.1,2502.6,2394.6,2494.85,ES
20190807,2492.6,2510.35,2442.1,2499.35,ES
20190808,2497.85,2559.6,2489.35,2558.85,ES
20190809,2546.85,2554.6,2517.85,2538.6,ES
20190812,2537.6,2549.85,2491.35,2499.1,ES
20190813,2501.1,2563.1,2485.6,2550.85,ES
20190814,2549.85,2555.35,2454.6,2459.6,ES
20190815,2454.85,2490.6,2436.6,2467.35,ES
20190816,2469.85,2513.6,2468.35,2510.35,ES
20190819,2511.85,2551.1,2511.35,2542.6,ES
20190820,2540.1,2551.1,2513.1,2517.1,ES
20190821,2512.1,2551.35,2511.85,2548.1,ES
20190822,2550.1,2558.6,2523.1,2541.1,ES
20190823,2539.1,2555.6,2452.85,2474.35,ES
20190826,2449.85,2507.35,2429.1,2502.1,ES
20190827,2501.6,2518.35,2478.85,2484.35,ES
20190828,2485.1,2509.35,2470.6,2508.6,ES
20190829,2502.1,2549.6,2494.1,2545.6,ES
20190830,2542.1,2565.35,2532.1,2543.6,ES
20190903,2519.85,2545.35,2507.85,2524.85,ES
20190904,2521.85,2558.35,2520.85,2557.35,ES
20190905,2556.85,2605.35,2555.35,2590.85,ES
20190906,2589.6,2607.1,2589.1,2599.6,ES
20190909,2599.1,2610.35,2588.35,2597.1,ES
20190910,2598.1,2603.85,2576.1,2597.35,ES
20190911,2597.85,2623.1,2590.85,2620.85,ES
20190912,2621.85,2640.6,2619.85,2630.6,ES
20190913,2628.85,2642.6,2622.35,2625.35,ES
20190916,2612.35,2622.1,2600.1,2617.85,ES
20190917,2620.6,2625.35,2610.35,2624.35,ES
20190918,2624.85,2629.85,2597.35,2625.1,ES
20190919,2626.85,2641.1,2607.6,2624.85,ES
20190920,2624.35,2634.35,2620.6,2632.46,ES
20190923,2638.71,2651.21,2624.96,2639.96,ES
20190924,2643.96,2655.21,2601.46,2613.21,ES
20190925,2613.96,2634.71,2596.71,2629.21,ES
20190926,2628.71,2637.96,2607.21,2623.46,ES
20190927,2622.71,2635.96,2589.21,2606.71,ES
20190930,2618.96,2629.21,2607.46,2621.46,ES
20191001,2626.96,2637.46,2579.96,2580.71,ES
20191002,2585.21,2591.96,2516.96,2523.46,ES
20191003,2526.71,2555.46,2497.96,2554.71,ES
20191004,2554.46,2596.21,2539.71,2593.96,ES
20191007,2572.71,2602.46,2570.96,2580.46,ES
20191008,2577.46,2592.96,2533.46,2535.46,ES
